OBJECTID,the_geom,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_Altern,DesDate,LandmarkTy,URL_REPORT
1334,"MULTIPOLYGON (((-73.95475167305703 40.81961553901121, -73.9550319210817 40.819733690218364, -73.95504100305106 40.819737421815, -73.95493037523484 40.81988892766863, -73.95464097478482 40.8197671391149, -73.95475167305703 40.81961553901121)))",MN,1988,1,3320-3328 Broadway,1019880001,Claremont Theater Building,LP-02198,"Borough of Manhattan Tax Map Block 1988/1, in part, consisting of the property on which the 1913-14 structure is located.",,06/06/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2198.pdf
1335,"MULTIPOLYGON (((-73.98819482377662 40.67504813615509, -73.98829108636434 40.67493275581399, -73.98831331532064 40.674906111838006, -73.98843733340517 40.674757465565314, -73.98860771144679 40.67483955639195, -73.98836584682046 40.67513053988187, -73.9883331269088 40.67511477485663, -73.98829992093317 40.675098775638695, -73.98819482377662 40.67504813615509)))",BK,978,0,360 3rd Avenue,0,New York & Long Island Coignet Stone Company Building,LP-02202,"Borough of Brooklyn Tax Map Block 978, Lot 7.",,06/27/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2202.pdf
1336,"MULTIPOLYGON (((-73.9883331269088 40.67511477485663, -73.98829992093317 40.675098775638695, -73.98819482377662 40.67504813615509, -73.98829108636434 40.67493275581399, -73.98831331532064 40.674906111838006, -73.98834865356191 40.67492313785536, -73.98833415565245 40.67494051542339, -73.98841579676913 40.67497985185967, -73.9883423441921 40.675067893184895, -73.98836366782324 40.67507816841736, -73.9883331269088 40.67511477485663)))",BK,978,0,360 3rd Avenue,0,"New York & Long Island Coignet Stone Company Building, Amendment to Landmark Site",LP-02202A,Too long,,01/24/2012 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2202A.pdf
1340,"MULTIPOLYGON (((-74.00274942456485 40.6731794955799, -74.00274824062998 40.673179224553145, -74.00274706970384 40.67317891840599, -74.00274591178639 40.67317857803895, -74.00274477397471 40.67317821605901, -74.00274365035449 40.67317781985916, -74.0027425409258 40.67317738943941, -74.00274146224747 40.67317693830707, -74.00274039776097 40.67317646015889, -74.002739347466 40.67317594779084, -74.00273833028696 40.67317541561064, -74.00273733676133 40.67317484921028, -74.00273637635173 40.67317426389832, -74.00273543131664 40.67317365067003, -74.00273452057998 40.67317301222646, -74.00273363467977 40.67317234676689, -74.00273278189587 40.67317166959976, -74.0027319645929 40.673170960013316, -74.00273117330968 40.67317023781903, -74.00273041632495 40.67316949040946, -74.00272969482172 40.67316872498873, -74.00272900879978 40.673167934352776, -74.00272835825955 40.67316713290977, -74.00272774320084 40.673166313455624, -74.00272716480663 40.673165483194424, -74.00272663135597 40.67316463672289, -74.00272613338684 40.67316377314074, -74.00272567208222 40.67316289875149, -74.00272524744196 40.67316200905265, -74.00272486892842 40.67316111575066, -74.00272452589653 40.67316020713903, -74.00272423017388 40.673159289521195, -74.00272396993338 40.67315837010145, -74.00272375700224 40.673157442575935, -74.00272357955296 40.67315650694494, -74.00272344941321 40.67315556951182, -74.00272336540031 40.673154632077605, -74.00272331805212 40.67315368743841, -74.00272330855165 40.6731527427983, -74.00272335345744 40.67315180446051, -74.00272342674884 40.673150860718984, -74.00272355444652 40.673149923279745, -74.00272372117475 40.6731489876406, -74.00272392338542 40.67314805920476, -74.00272418118527 40.67314713977276, -74.00272446618821 40.67314622214111, -74.00272479731835 40.673145312613066, -74.0027251745758 40.67314441298954, -74.00272558849849 40.67314352146977, -74.00272603908685 40.673142647959494, -74.0027265346197 40.673141782552705, -74.00274114030003 40.673113497927154, -74.00274807296756 40.67310007018121, -74.00276961838455 40.67305834970063, -74.00279115549577 40.67301663642012, -74.00281270204194 40.67297492313515, -74.002834239099 40.672933203542556, -74.00285609281997 40.67288489036618, -74.00287793586465 40.67283657718558, -74.0028964675406 40.67279559157563, -74.00289978006039 40.67278826400057, -74.00292163368638 40.672739950810886, -74.00294347663616 40.672691637617056, -74.00296532073729 40.67264333162288, -74.00298717426831 40.67259501841992, -74.00300901830586 40.67254670521275, -74.00303086112899 40.67249839200123, -74.00305271456506 40.67245007878496, -74.00307455732491 40.672401765564565, -74.00309640123591 40.67235345324021, -74.00311824511512 40.672305139110385, -74.00314235739813 40.67225617924485, -74.00316647082877 40.67220722567754, -74.00319058304125 40.67215827210491, -74.00321468575625 40.672109312223576, -74.00323879789799 40.67206035864026, -74.00326291118702 40.672011405051585, -74.00326971233369 40.67199758375098, -74.00328701379587 40.67196244515423, -74.00328799422758 40.671961578830604, -74.0032890113245 40.6719607332177, -74.00329006390432 40.671959913718766, -74.00329115196706 40.67195912213477, -74.00329227551302 40.67195836386883, -74.00329342507982 40.67195762721447, -74.00329461840893 40.67195692477842, -74.0032958365768 40.67195625746175, -74.00329708904495 40.67195561806006, -74.00329836635193 40.67195501467829, -74.00329966849773 40.6719544464158, -74.00330099429931 40.67195390696918, -74.00330235321873 40.67195340264166, -74.0033037239672 40.67195293523489, -74.00330511955448 40.67195250294749, -74.0033065281538 40.67195211388446, -74.00330795804348 40.67195175453777, -74.00330940212794 40.671951438415405, -74.00331085685836 40.67195115200973, -74.0033123340625 40.671950907927595, -74.00331381245125 40.671950701667015, -74.00331529320755 40.67195053863113, -74.00331679407192 40.67195041161518, -74.00331829493805 40.67195032152037, -74.00331979698883 40.671950269247176, -74.00332130022441 40.671950259298136, -74.00332280227914 40.67195028627022, -74.00332430433606 40.6719503573675, -74.00332580521172 40.67195045818185, -74.00332729544544 40.671950609425295, -74.00332877621888 40.671950790386056, -74.00333025344642 40.671951015472075, -74.00333171884853 40.671951276579065, -74.00333317360801 40.67195157370695, -74.00333460589766 40.671951907756615, -74.0033360263623 40.67195228503129, -74.00333743263612 40.671952698327004, -74.00333881643975 40.67195314043983, -74.00337787156938 40.67196415350141, -74.00339440504166 40.671968817683634, -74.00344999366962 40.671984494000014, -74.00350558350684 40.67200017749361, -74.00356117218709 40.67201585465676, -74.00362805485145 40.67203444820616, -74.00369493755348 40.67205304982128, -74.00376181201337 40.67207164419363, -74.0038286947896 40.672090238526785, -74.00386611788913 40.67210064633057, -74.0038955776035 40.67210883912466, -74.00396245217532 40.672127433380254, -74.00402933506338 40.672146026696154, -74.00409621798877 40.672164620873616, -74.00416309267287 40.67218322221656, -74.00422997567286 40.672201816316196, -74.00429555886393 40.672219904335925, -74.00436114209063 40.672237993218715, -74.00442672653561 40.67225608206406, -74.00449231929524 40.672274170871646, -74.00455790262862 40.67229225874163, -74.00462348718033 40.67231034747468, -74.0046890705849 40.672328436170346, -74.00475465402454 40.67234651762448, -74.00482023868297 40.67236460624527, -74.00488582219421 40.67238269482865, -74.00489905599336 40.67238634855645, -74.00495141520287 40.67240078337423, -74.00495283450879 40.67240123176969, -74.00495423252794 40.67240171078353, -74.00495561517472 40.6724022321223, -74.00495696470735 40.67240278227891, -74.00495829886775 40.67240337566095, -74.00495959991396 40.67240399786085, -74.00496086666425 40.67240466238642, -74.00496210857891 40.672405348525444, -74.00496331501486 40.67240607608964, -74.00496449661568 40.67240683247141, -74.00496563327492 40.67240761587053, -74.00496673445451 40.67240842808771, -74.00496779897207 40.67240927362546, -74.00496882800986 40.67241014618025, -74.00496981920193 40.67241103944847, -74.00497076663552 40.67241196513713, -74.00497166676163 40.6724129115397, -74.00497252904239 40.6724138840588, -74.00497301400428 40.6724144693727, -74.00497334519817 40.672414874590224, -74.00497411404682 40.672415891238636, -74.00497483676999 40.6724169195957, -74.00497551100318 40.67241797226874, -74.00497614739042 40.672419042953784, -74.0049767270076 40.67242012444743, -74.00497724985524 40.67242122395383, -74.00497773367397 40.672422338770666, -74.00497816072269 40.67242346439616, -74.00497853928015 40.6724245990289, -74.00497886934653 40.672425742668864, -74.00497914145996 40.672426895316505, -74.0049793662644 40.67242804976721, -74.00497953193299 40.67242921142463, -74.0049796502931 40.67243038118872, -74.0049797106996 40.67243155185581, -74.00497972143158 40.67243272252505, -74.00497968485443 40.67243389319638, -74.00497959032356 40.672435062969654, -74.00497943783844 40.672436225541325, -74.00497923686143 40.67243738721461, -74.00497897793015 40.672438540785734, -74.00497867996866 40.67243969165701, -74.00497831577322 40.6724408272224, -74.00497791136438 40.67244195378436, -74.00497745018384 40.67244307044314, -74.00497694169341 40.672444177198265, -74.00496574297281 40.67246718494414, -74.00495557424352 40.672488070130264, -74.0049342162278 40.67253196936123, -74.00491284872164 40.67257586228483, -74.00489149064927 40.6726197552038, -74.00487012426954 40.67266364721842, -74.00484876614135 40.67270754643264, -74.00482578790441 40.67275509549845, -74.00480280017332 40.672802651763924, -74.00477982305357 40.672850200819916, -74.00475683525642 40.672897749871545, -74.00473385688892 40.67294530612202, -74.00471087848814 40.67299285516348, -74.00468789177582 40.67304041050408, -74.00466491330951 40.67308795953587, -74.00464193481044 40.67313550856275, -74.00462599967317 40.67316848066409, -74.00461894799986 40.67318306478925, -74.00459596943524 40.67323061380646, -74.00457864709298 40.67326646130089, -74.00457299083824 40.673278169122355, -74.00454990815673 40.67332615848583, -74.00453542277799 40.6733562668786, -74.00452682544146 40.67337414064023, -74.00451914578144 40.67339011427836, -74.00450375097259 40.67342212909302, -74.00448066937416 40.67347011844175, -74.00447876896646 40.67347406997578, -74.0044575948389 40.673518106884664, -74.00443451199077 40.673566089019474, -74.004420155411 40.67359594884976, -74.00441142910996 40.67361407835348, -74.00441055276163 40.67361511397937, -74.00440962910211 40.67361613069628, -74.00440864985165 40.67361712130036, -74.00440763275142 40.673618084890386, -74.00440657780143 40.67361902146644, -74.00440547790514 40.673619931028774, -74.00440433187933 40.67362080547275, -74.00440315036961 40.673621659206226, -74.00440193219191 40.67362247151743, -74.00440067734758 40.67362326221762, -74.00439938820068 40.673624010594914, -74.00439807421415 40.67362473015665, -74.00439671528035 40.67362540739593, -74.00439533150683 40.67362605491909, -74.00439392289323 40.67362666732311, -74.00439248115975 40.67362723560319, -74.00439101458653 40.673627774167166, -74.00439016302633 40.67362806326498, -74.0043895255382 40.67362826950726, -74.00438802111131 40.673628721623174, -74.0043864953924 40.67362913591828, -74.00438494719891 40.673629514193614, -74.00438338480944 40.673629847443706, -74.00438180231086 40.67363014467396, -74.00438021626104 40.673630396878565, -74.00437861838125 40.67363061126196, -74.00437700985337 40.67363077521692, -74.00437539186105 40.67363090135056, -74.00437377150077 40.67363099056315, -74.0043721499548 40.67363103475003, -74.00437052958821 40.673631027607485, -74.00436890803687 40.673630989847425, -74.00436728766496 40.67363090075794, -74.00436566965605 40.673630774747245, -74.00436405992349 40.67363060371046, -74.00434345606149 40.673624849298534, -74.00429678513346 40.67361181159323, -74.00426284910311 40.67360232863123, -74.00422950801543 40.67359301223261, -74.00416223211846 40.67357422003668, -74.00409495625898 40.673555420597204, -74.00402768043784 40.673536628322495, -74.00401521761971 40.67353314556594, -74.00396040347145 40.673517828804364, -74.00389312772617 40.67349903645089, -74.00382585201837 40.673480236853884, -74.00375857634894 40.673461444421655, -74.00369130071697 40.673442644745926, -74.00362401566143 40.67342385223524, -74.00355674010531 40.67340505248071, -74.00352349974983 40.6733957673922, -74.00348946340476 40.673386259890975, -74.00342218792453 40.67336746005773, -74.00335491248255 40.6733486673892, -74.00328763707817 40.67332986747714, -74.00322036171202 40.67331107472985, -74.00316032841471 40.67329429889828, -74.00315308520078 40.67329227473912, -74.00308580991012 40.67327347470891, -74.00308019062737 40.67327190616224, -74.00301853465777 40.673254681843474, -74.00295125944298 40.673235881734556, -74.00288397480449 40.6732170887906, -74.00281669966589 40.67319829580698, -74.00279963250844 40.67319352439414, -74.00274942456485 40.6731794955799)))",BK,582,1,155 Bay Street,3005820001,Red Hook Play Center (Sol Goldman Pool),LP-02241,Too long,,11/18/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2241.pdf
1347,"MULTIPOLYGON (((-73.93681201787871 40.69963592586195, -73.93636278855637 40.699382778461825, -73.93665980119755 40.69907569736957, -73.93675825368378 40.69897390355232, -73.9370611384682 40.699141778313304, -73.93715873651634 40.6990408706921, -73.93746104787691 40.69920842440355, -73.93727621978414 40.69939952241939, -73.9369821600938 40.69923654014403, -73.93697093590305 40.699248144304406, -73.93677853450822 40.69914150636088, -73.9367558097367 40.69916541148589, -73.93674764638361 40.69916088732808, -73.93658423291419 40.699332784470045, -73.93692339832727 40.699520769099884, -73.93691677297485 40.6995276210695, -73.93681201787871 40.69963592586195)))",BK,3135,0,"71-83 Beaver Street, 31-47 Belvidere Street, 26-28 Locust Street",0,William Ulmer Brewery Complex,LP-02280,"Borough of Brooklyn Tax Map Block 3135, Lots 34, 27, 16",,05/11/2010 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2280.pdf
1348,"MULTIPOLYGON (((-73.85306459725601 40.74220134470949, -73.8529809128817 40.74222617839019, -73.85285067000575 40.741972279449826, -73.85293452589518 40.741947395653774, -73.85306459725601 40.74220134470949)))",QN,2010,1,109-18 54th Avenue,4020100001,Congregation Tifereth Israel,LP-02283,Too long,,02/12/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2283.pdf
1349,"MULTIPOLYGON (((-73.95630914108025 40.650014707482384, -73.95631475864825 40.650138818955284, -73.95627049489829 40.65013998091136, -73.95627501687132 40.650239890557216, -73.95625256750034 40.65024047996387, -73.95625493802902 40.650292853168466, -73.9562773874176 40.650292263761344, -73.95627994559443 40.65034880193029, -73.95628160871435 40.65038554097884, -73.95633948983661 40.65038402128009, -73.95634046884528 40.650405651183796, -73.95634108421815 40.65041925373561, -73.95634109470303 40.650419492376734, -73.95633118417437 40.65042879096091, -73.95604902265175 40.65043619829955, -73.95604240347213 40.65043150047115, -73.95603674272172 40.65042748199902, -73.95603631385102 40.65041802820138, -73.95603613322162 40.6504140325358, -73.9560351368346 40.65039201089771, -73.95608836066148 40.650390613816384, -73.9560843377526 40.65030171048149, -73.95610824971985 40.65030108294359, -73.95610568236854 40.6502443367474, -73.9560817704216 40.65024496428478, -73.95607724873763 40.65014505463137, -73.95605712153872 40.650145582750966, -73.95605150444943 40.65002147126557, -73.95630914108025 40.650014707482384)))",BK,5103,58,2274 Church Avenue,3051030058,Flatbush District No. 1 School,LP-02285,"Brooklyn Borough Tax Map Block 5103, Lot 58 in part, consisting of the land upon which the described building is situated.",later Public School 90,11/20/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2285.pdf
1350,"MULTIPOLYGON (((-73.98822499174744 40.734549051823414, -73.98726942298579 40.73414567206624, -73.98741376958257 40.73394781750875, -73.98734476671756 40.73391868841753, -73.98758525705985 40.7335890449057, -73.98861078204096 40.73402195577088, -73.98822499174744 40.734549051823414)))",MN,870,24,4 Irving Place,1008700024,Consolidated Edison Company Building,LP-02313,"Borough of Manhattan Tax Map Block 870, Lot 24 in part, consisting of the land on which the described building is situated, excluding the 1915 addition at 142 East 15th STreet and the parking lot to the east.",,02/10/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2313.pdf
1355,"MULTIPOLYGON (((-74.12204416383274 40.621110596496806, -74.12199036606211 40.62093850095351, -74.12147810009398 40.61930830467956, -74.12158984118265 40.61928793472005, -74.121719853645 40.61926423408985, -74.12183600708865 40.61924305865525, -74.12200798125077 40.619211708315284, -74.12203771098197 40.619206288038086, -74.1221608987343 40.619184752703205, -74.1223472881088 40.619152169030656, -74.1224555911348 40.61913323641839, -74.12256630062 40.6191138823958, -74.12268289579606 40.61909349899301, -74.1227878883395 40.61907514503346, -74.12321713310682 40.619000102759294, -74.12335649623208 40.6198123874964, -74.12346125856887 40.62047539192743, -74.12353079316517 40.62080518808284, -74.12357585942763 40.62097506440845, -74.12208731701476 40.621245112860315, -74.12204416383274 40.621110596496806)))",SI,332,4,321 Manor Road,5003320004,"Headquarters Troop, 51st Cavalry Brigade Armory",LP-02369,Too long,,08/10/2010 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2369.pdf
1341,"MULTIPOLYGON (((-73.948888607629 40.72100114067174, -73.94888051598367 40.72095103361702, -73.94887243263564 40.72090092656511, -73.94886434101528 40.720850818608085, -73.94885740975803 40.72080785400913, -73.9488562588703 40.72080071785845, -73.94884816727364 40.7207506108001, -73.94884007568913 40.72070050374088, -73.94883150917299 40.72064773906528, -73.94882293556891 40.720594974385484, -73.94881437026346 40.720542209708334, -73.94880579550298 40.72048944502601, -73.94880490728565 40.72048397403393, -73.94880426409168 40.72048001510678, -73.94879723021914 40.720436687550965, -73.94878866495439 40.72038392287077, -73.9487800902346 40.72033115818542, -73.94877152499699 40.72027839350323, -73.94876295030367 40.720225629716325, -73.94875425539041 40.72017376638477, -73.9487455593016 40.720121910255756, -73.94873685494133 40.72007005412199, -73.94872815888448 40.72001819168732, -73.94872408360601 40.71999388781247, -73.94872333429505 40.7199894155467, -73.94871946401913 40.71996633645629, -73.94871076798447 40.719914480323176, -73.94870206368388 40.719862616981274, -73.94869336767633 40.71981076084615, -73.94868467286511 40.71975890561099, -73.94867597689012 40.71970704226973, -73.94866976208598 40.71967002313865, -73.94866917064981 40.71966649917966, -73.94866871588457 40.71966378393951, -73.94866727263745 40.71965518702836, -73.94865857668404 40.71960333088913, -73.9486498807441 40.71955147474892, -73.94864118600609 40.71949961230461, -73.94863248180829 40.71944775615862, -73.948623785909 40.71939590001536, -73.94861509002807 40.719344037567474, -73.94860639533934 40.71929218142266, -73.94859661832358 40.71923492353484, -73.94859645229752 40.719233814032414, -73.94859633362496 40.71923269014299, -73.9485962634727 40.719231573479306, -73.94859624184768 40.71923045503628, -73.94859627703767 40.71922933121556, -73.94859635128019 40.71922821371583, -73.9485964823328 40.71922709714199, -73.94859667019546 40.71922598149402, -73.94859689710927 40.719224873968066, -73.94859718082694 40.71922377547258, -73.9485975130642 40.719222685103325, -73.94859789263684 40.719221603760325, -73.94859831954967 40.71922052513998, -73.94859879378677 40.71921946995404, -73.94859931536406 40.71921841749073, -73.9485998854533 40.71921738305931, -73.9486005016881 40.719216365758164, -73.9486011640684 40.7192153655873, -73.94860186549226 40.719214383444054, -73.94860262135069 40.71921341303172, -73.9486034150635 40.71921246785061, -73.94860424544645 40.71921154880063, -73.94860512197353 40.719210648681944, -73.94860603517628 40.719209767490305, -73.9486069933341 40.71920891243355, -73.94860798697773 40.719208084407946, -73.94860901729083 40.71920728341397, -73.94861008309051 40.71920650855064, -73.94861117490616 40.71920576251519, -73.94861231049335 40.71920504261407, -73.94861347090806 40.71920435784393, -73.948614666808 40.7192037010054, -73.9486158875411 40.71920307209379, -73.94861714138673 40.719202478316795, -73.94861841887567 40.71920192057073, -73.94861972119296 40.71920139705517, -73.94862103768996 40.71920090326269, -73.94862238493245 40.719200444603814, -73.94862374753335 40.71920002197219, -73.948625132594 40.71919963537096, -73.94862652946252 40.71919928479538, -73.94862794879084 40.71919897025022, -73.94862937045849 40.719198691726454, -73.94863081458523 40.71919845013367, -73.94863225986298 40.71919825086528, -73.94863371576905 40.71919808221897, -73.94863919605626 40.71919754435794, -73.94869911108968 40.71919167183011, -73.94876701690802 40.719185021184636, -73.94883492270733 40.71917837770317, -73.94890282849306 40.719171734181636, -73.94897073427008 40.7191650843165, -73.94903864002876 40.71915844071489, -73.94910654577386 40.719151797073195, -73.94917445151023 40.71914514708787, -73.9492423572283 40.71913850336604, -73.94925921463576 40.719136937605796, -73.94931222633615 40.719132013555296, -73.94937143320502 40.71912650867442, -73.94938209661883 40.71912551739911, -73.94945195623104 40.719119027499424, -73.94952182648711 40.71911253035789, -73.94959169554059 40.71910604037751, -73.9496615562955 40.71909955035115, -73.94973142532719 40.71909305308187, -73.94980129433982 40.71908656297432, -73.94987115505866 40.719080066517144, -73.94994102404408 40.71907357632475, -73.95001089419942 40.71906708609047, -73.95005161133622 40.71906331261545, -73.95007959253199 40.71906071507352, -73.95008110757075 40.71906059776363, -73.95008263323388 40.71906051737923, -73.9500841505844 40.7190604739121, -73.95008567618743 40.71906047367302, -73.95008720294572 40.719060511255826, -73.95008871901965 40.7190605920585, -73.9500902433508 40.7190607097856, -73.95009174753388 40.719060864424854, -73.95009325050107 40.71906106228808, -73.95009474278861 40.71906129706755, -73.95009623149784 40.71906156876632, -73.95009769887075 40.71906188368031, -73.95009914491267 40.719062234605474, -73.95010058737637 40.71906262244997, -73.95010200614195 40.719063046304576, -73.95010340357595 40.71906350707081, -73.95010477731256 40.71906400294666, -73.95010613563606 40.719064534836214, -73.95010746316012 40.71906510273281, -73.95010876461907 40.71906570663849, -73.95011004120245 40.719066338449174, -73.95011129408852 40.71906700536946, -73.95011250315673 40.719067707390636, -73.95011368498236 40.71906843731581, -73.95011484311055 40.71906920235059, -73.95011595506467 40.7190699880771, -73.95011703267008 40.71907080800809, -73.95011807356511 40.71907165493848, -73.9501190789333 40.719072528868715, -73.9501200381226 40.71907342979426, -73.95012096060222 40.7190743568187, -73.95012184519389 40.71907530273739, -73.95012268479638 40.71907626754731, -73.95012347703712 40.71907725845151, -73.95012422310036 40.71907827454996, -73.95012492181263 40.71907930233458, -73.95012558263839 40.719080347212376, -73.95012618663934 40.71908141097632, -73.95012675157083 40.719082490932536, -73.95012726086716 40.71908358167073, -73.95012772280916 40.71908468859758, -73.950128136218 40.719085805409044, -73.95012850109435 40.71908693120457, -73.95012880915263 40.719088066881106, -73.95012906867976 40.71908920974066, -73.95012927967439 40.719090361584335, -73.95012930324376 40.71909049757153, -73.95012946698915 40.719091525124355, -73.95013780965384 40.71914402666822, -73.95014633612261 40.71919765662966, -73.95015485313729 40.71925128568549, -73.95016337016507 40.719304915640784, -73.95017188838537 40.719358551899155, -73.95018040544049 40.719412181852455, -73.95018892369292 40.719465811805215, -73.95019744077075 40.719519448060026, -73.95019922548218 40.71953067278773, -73.95020031044302 40.71953750002277, -73.95020596733555 40.71957307801435, -73.95021448444557 40.719626707963606, -73.95021970781082 40.71965959504305, -73.95022300156991 40.71968033701129, -73.95023151988619 40.71973397326255, -73.95024003703732 40.71978760320871, -73.9502485542021 40.719841233153865, -73.95025707255951 40.7198948694021, -73.95026559922032 40.7199484993493, -73.95027411642697 40.720002128390895, -73.95028263364122 40.72005576553602, -73.95028900095137 40.7200958553822, -73.95029115205818 40.720109395476626, -73.95029966930595 40.72016302451518, -73.95030529917638 40.72019847641581, -73.95030818656672 40.72021665445321, -73.95031670502009 40.72027029069428, -73.95032522230825 40.720323920630285, -73.9503337490788 40.72037755056938, -73.95034285812505 40.72043126000341, -73.95035195772272 40.72048496222817, -73.95036106679828 40.720538671660016, -73.95037017589397 40.72059237388665, -73.9503792849989 40.72064608331629, -73.95038128712004 40.72065788626039, -73.95038133779283 40.720658183450475, -73.95038716267618 40.7206925341053, -73.95038839294031 40.720699785540184, -73.95039750207468 40.72075349496761, -73.95040458906513 40.720795277171476, -73.94991742412047 40.72083581525507, -73.94992124776189 40.72086802094846, -73.94991866707932 40.72088753657401, -73.94991865461277 40.72090412665987, -73.94991607877813 40.720918763325486, -73.94991093737359 40.72093437412697, -73.94990322793434 40.72095266102631, -73.94989340410699 40.720973178468086, -73.94987867127045 40.72099929044014, -73.94986394521976 40.721017939888895, -73.94984676816635 40.72103472241186, -73.9498295882944 40.72105523754393, -73.9498075064228 40.72107201792354, -73.94977561730502 40.72108879402118, -73.94974127577001 40.721105569039445, -73.94970448463069 40.72111861306604, -73.94966279267548 40.72112792232547, -73.94961619849748 40.72113536446899, -73.94955734088406 40.72114466707758, -73.94947641919092 40.72115022826363, -73.94924345180556 40.721176244180604, -73.94915042564061 40.720989185269715, -73.9489396366563 40.72100612152041, -73.94889015904987 40.72101074709797, -73.948888607629 40.72100114067174)))",BK,2696,1,"Lorimer Street, between Driggs Avenue and Bayard Street",3026960001,McCarren Play Center,LP-02244,Too long,,07/24/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2244.pdf
1342,"MULTIPOLYGON (((-74.14745854277358 40.63772414642843, -74.14741301960767 40.63773112709444, -74.14742318685981 40.63776960138509, -74.14743370341925 40.63780940439437, -74.14744106572857 40.63783726694954, -74.14744202654603 40.637840902017395, -74.1474386480212 40.637841420546295, -74.14743178934147 40.63784247214244, -74.14731151307468 40.637860915851576, -74.14728250515822 40.63775113999694, -74.14724956707151 40.63762648176957, -74.14724723420056 40.637617655157975, -74.14742327147805 40.63759066164307, -74.14742581179705 40.63760027503964, -74.14745854277358 40.63772414642843)))",SI,1107,55,2598 Richmond Terrace,5011070055,Standard Varnish Works Factory Office Building,LP-02250,"Borough of Staten Island Tax Map Block 1107, Lot 55 in part consisting of the land on which the described building is situated.",,10/30/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2250.pdf
1343,"MULTIPOLYGON (((-73.98154304756994 40.7423696223192, -73.98147191020868 40.74246664772588, -73.98133010981958 40.74266005191651, -73.98140780841774 40.74269300683002, -73.9813451249689 40.74277850162696, -73.98132765937461 40.7428023226075, -73.98133753848856 40.742806513366915, -73.98134391930395 40.74283058585086, -73.98132714658715 40.74285346321217, -73.98129789678346 40.742860581475774, -73.98126940656579 40.74284849834679, -73.98127238659612 40.742844434843725, -73.98103510111791 40.742743794084625, -73.98094334701089 40.74270487704024, -73.98093734143318 40.742702330313335, -73.98096044150492 40.74267082449657, -73.98102230334925 40.74258645180391, -73.9810339593546 40.742570553472916, -73.98108522865567 40.742500626733964, -73.98109058903376 40.74250290049373, -73.98110121390113 40.742507406573466, -73.98112456344768 40.742501674173326, -73.98113210444129 40.74250487220861, -73.98115328670517 40.742513856432645, -73.98115762802473 40.74255679961768, -73.98127365564557 40.74239854724078, -73.98135458719341 40.74228816271959, -73.98154390153454 40.74236845720004, -73.98154304756994 40.7423696223192)))",MN,884,30,151 East 28th Street,1008840030,Saint Stephen's Church,LP-02259,"Borough of Manhattan Tax Map Block 884, lot 30 in part, consisting of the land on which the church is situated.",also known as the Church of Our Lady of the Scapular and Saint Stephen,10/28/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2259.pdf
1344,"MULTIPOLYGON (((-73.98451933403199 40.76984614336515, -73.984752495281 40.76952215532856, -73.98478639933413 40.76953639947064, -73.98490333508909 40.769585529207625, -73.98490371170948 40.76958568684504, -73.98489361461729 40.7695997180661, -73.98506100707843 40.769670192575184, -73.98507902468911 40.76964515641323, -73.98530759127067 40.769741384761495, -73.98529676083682 40.76975643439333, -73.98548098958811 40.76983421261954, -73.98547405841066 40.769843844430405, -73.98556322333339 40.76988148767253, -73.9855315460916 40.769925503905, -73.98557463110899 40.76997872995558, -73.98560203666548 40.770041222011706, -73.98563591404525 40.770054894079706, -73.98560213242897 40.77010231036865, -73.98560372776086 40.77010295262688, -73.9854936682478 40.77025731750936, -73.98533131331479 40.770188803771916, -73.98455258087549 40.76986017406773, -73.98451933403199 40.76984614336515)))",MN,1131,31,8 Columbus Avenue,1011310031,Church of Saint Paul the Apostle,LP-02260,"Borough of Manhattan Tax Map Block 1131, Lot 31",,06/25/2013 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2260.pdf
